# PoseStamped log (one line per frame)
# fields: frame_index | has_person | t_ms | frame_id | conf | yaw_deg | qw qx qy qz | status | pos_xyz_m | translation_source | note
000381 | 1 | 15875.00 | camera_optical_frame | 1.000000 | -10.782634 | 0.9656161 0.026408892 -0.25798586 -0.018206554 | OK | NA | none | ok
000382 | 1 | 15916.67 | camera_optical_frame | 1.000000 | -7.914355 | 0.9801192 0.022147797 -0.19660382 -0.014926752 | OK | NA | none | ok
000383 | 1 | 15958.33 | camera_optical_frame | 1.000000 | -3.957012 | 0.99097663 0.015649272 -0.13267915 -0.010804049 | OK | NA | none | ok
000384 | 1 | 16000.00 | camera_optical_frame | 1.000000 | -0.569742 | 0.99732846 0.008763983 -0.07227252 -0.005983321 | OK | NA | none | ok
000385 | 1 | 16041.67 | camera_optical_frame | 1.000000 | 2.837998 | 0.9999213 0.001381531 -0.012426671 -0.0009951012 | OK | NA | none | ok
000386 | 1 | 16083.33 | camera_optical_frame | 1.000000 | 4.980532 | 0.99937785 -0.0040902095 0.03490338 0.002980129 | OK | NA | none | ok
000387 | 1 | 16125.00 | camera_optical_frame | 1.000000 | 6.923865 | 0.9970188 -0.008861037 0.076453164 0.0054851277 | OK | NA | none | ok
000388 | 1 | 16166.67 | camera_optical_frame | 1.000000 | 8.834232 | 0.99348336 -0.012447948 0.11300793 0.008072851 | OK | NA | none | ok
000389 | 1 | 16208.33 | camera_optical_frame | 1.000000 | 11.784048 | 0.9873682 -0.017042937 0.15707614 0.011857795 | OK | NA | none | ok
000390 | 1 | 16250.00 | camera_optical_frame | 1.000000 | 14.292625 | 0.9797959 -0.022452615 0.19805968 0.016380297 | OK | NA | none | ok
000391 | 1 | 16291.67 | camera_optical_frame | 1.000000 | 15.354068 | 0.97376263 -0.026343951 0.22525658 0.01875863 | OK | NA | none | ok
000392 | 1 | 16333.33 | camera_optical_frame | 1.000000 | 16.084107 | 0.96902716 -0.028542206 0.24451013 0.019660013 | OK | NA | none | ok
000393 | 1 | 16375.00 | camera_optical_frame | 1.000000 | 16.840737 | 0.9642186 -0.030881744 0.262692 0.017938009 | OK | NA | none | ok
000394 | 1 | 16416.67 | camera_optical_frame | 1.000000 | 16.766445 | 0.961539 -0.031459298 0.2724963 0.014105063 | OK | NA | none | ok
000395 | 1 | 16458.33 | camera_optical_frame | 1.000000 | 15.484580 | 0.963484 -0.030225638 0.26588222 0.009575741 | OK | NA | none | ok
000396 | 1 | 16500.00 | camera_optical_frame | 1.000000 | 14.795200 | 0.96573675 -0.029159069 0.2578138 0.005865826 | OK | NA | none | ok
000397 | 1 | 16541.67 | camera_optical_frame | 1.000000 | 11.943017 | 0.97344875 -0.027099114 0.22728287 0.0023850538 | OK | NA | none | ok
000398 | 1 | 16583.33 | camera_optical_frame | 1.000000 | 11.610363 | 0.9766912 -0.02709226 0.21293294 -0.00012101689 | OK | NA | none | ok
000399 | 1 | 16625.00 | camera_optical_frame | 1.000000 | 14.163385 | 0.97156894 -0.03225246 0.23453529 -0.0026218877 | OK | NA | none | ok
000400 | 1 | 16666.67 | camera_optical_frame | 1.000000 | 18.652581 | 0.9563557 -0.042283665 0.28907833 -0.0054421155 | OK | NA | none | ok
000401 | 1 | 16708.33 | camera_optical_frame | 1.000000 | 24.667350 | 0.92857444 -0.057862036 0.36659837 -0.002683348 | OK | NA | none | ok
000402 | 1 | 16750.00 | camera_optical_frame | 1.000000 | 25.211077 | 0.9136964 -0.06211262 0.4016224 -0.0006278235 | OK | NA | none | ok
000403 | 1 | 16791.67 | camera_optical_frame | 1.000000 | 24.899515 | 0.90873307 -0.06295882 0.41260207 6.246866e-05 | OK | NA | none | ok
000404 | 1 | 16833.33 | camera_optical_frame | 1.000000 | 24.604029 | 0.90892386 -0.060457867 0.4125418 0.0033801824 | OK | NA | none | ok
000405 | 1 | 16875.00 | camera_optical_frame | 1.000000 | 24.647527 | 0.9099248 -0.068512246 0.40897867 0.008907823 | OK | NA | none | ok
000406 | 1 | 16916.67 | camera_optical_frame | 1.000000 | 20.192696 | 0.93021166 -0.06616628 0.36078686 0.012694607 | OK | NA | none | ok
000407 | 1 | 16958.33 | camera_optical_frame | 1.000000 | 15.808780 | 0.9543158 -0.06584675 0.29113853 0.013563016 | OK | NA | none | ok
000408 | 0 | 0.00 | camera_optical_frame | NA | NA | 0.000000 0.000000 0.000000 0.000000 | SKIP:no_person | NA | none | gap/no_person
