frame_index,quat_w,quat_x,quat_y,quat_z,confidence,forward_x,forward_y,forward_z,right_x,right_y,right_z,up_x,up_y,up_z
0,0.9964187145233154,-0.0027884396258741617,0.0842083990573883,0.007131280843168497,1.0,0.08976095914840698,-0.1648939996957779,0.9822183847427368,0.9942476153373718,0.07269765436649323,-0.07865584641695023,0.058435093611478806,-0.983628511428833,-0.17047087848186493
