frame_index,quat_w,quat_x,quat_y,quat_z,confidence,forward_x,forward_y,forward_z,right_x,right_y,right_z,up_x,up_y,up_z
0,0.9746529459953308,-0.010131343267858028,0.22233587503433228,0.022708363831043243,0.9999999999999998,0.23141252994537354,-0.18905915319919586,0.9543085694313049,0.9706034660339355,0.11157727241516113,-0.21325920522212982,0.06616054475307465,-0.9756060838699341,-0.20932184159755707
